"sample","ks"
600,0.0279149088950723
601,0.067841143687118
602,0.0363930118889278
603,0.0750014279769239
604,0.030432228215192
605,0.0549811915039453
606,0.0385961762857912
607,0.0333004218651827
608,0.0469886006642132
609,0.0651320674657897
610,0.0448425553443056
611,0.0434268182226175
612,0.106086445643038
613,0.0442387251022024
614,0.0516968445789916
615,0.0320274824358839
616,0.0521007580517499
617,0.0249895961681259
618,0.0437899323546931
619,0.0601953472431885
620,0.0420804399800899
621,0.0346835195143246
622,0.0282453835546017
623,0.0388980914068428
624,0.0276537931147033
625,0.0328801886561513
626,0.0283106624996939
627,0.110566213249994
628,0.0311706962815481
629,0.0556258210867312
630,0.0344550432065017
631,0.0429290662662891
632,0.0137575376781911
633,0.0485634552145637
634,0.0644466385423211
635,0.0362338944602655
636,0.0290083312253674
637,0.0224804367161426
638,0.0471150786203295
639,0.0228435508482182
640,0.0640876043443138
641,0.0523169945573679
642,0.0390368091651638
643,0.0572047555711499
644,0.091141647150982
645,0.0503708660068053
646,0.0426393909474424
647,0.0508359784905875
648,0.048583854884905
649,0.0447854362673499
650,0.0252262323440854
651,0.102749059575197
652,0.0376292319116122
653,0.0880245775228272
654,0.0373354766586972
655,0.0374701144829499
656,0.0499751124021835
657,0.0305709459735131
658,0.0334268998212988
659,0.0376945108567045
660,0.0591304844513712
661,0.0376496315819536
662,0.0265073316415207
663,0.0248590382779414
664,0.04878377165425
665,0.0129089113919919
666,0.0507176604026078
667,0.0315501301498967
668,0.0295754420608562
669,0.0142879291070656
670,0.036348132614177
671,0.0477882677415933
672,0.0107669460061525
673,0.0274620362134948
674,0.0561072533067866
675,0.0514602084030322
676,0.0420682001778851
677,0.0399507143964553
678,0.0300242348083656
679,0.0272947589166959
680,0.0358830201303947
681,0.0344264836680239
682,0.0325782735350996
683,0.0218929262103125
684,0.0280862661259394
685,0.0330393060848137
686,0.0392448858026454
687,0.0238064152883289
688,0.0232597041231813
689,0.0451118309928112
690,0.0455810234106617
691,0.0322641186118433
692,0.0498159949735212
693,0.0512480518314824
694,0.0330229863485407
695,0.0215257321441686
696,0.0211666979461611
697,0.0463031717407446
698,0.0245489632887532
699,0.0215583716167146
700,0.0323538771613451
701,0.0228680304526279
702,0.026372693817268
703,0.0274742760156996
704,0.0354546270532269
705,0.0190451322306631
706,0.0313012541717326
707,0.0507829393477001
708,0.0412930127049147
709,0.02234579889189
710,0.0248263988053952
711,0.0293959249618526
712,0.037702670724841
713,0.0328067498429225
714,0.0456340625535491
715,0.0305995055119909
716,0.0394692821764001
717,0.0267521276856166
718,0.0386451354946103
719,0.0632593777284558
720,0.0290164910935039
721,0.0427413892991489
722,0.0324558755130517
723,0.0504483847541023
724,0.0540876859429952
725,0.0240389715302201
726,0.0261319777072402
727,0.0295509624564468
728,0.0276497131806351
729,0.0397793571655882
730,0.0642385619048396
731,0.01742947833963
732,0.0189594536152295
733,0.0228598705844914
734,0.0438511313657171
735,0.0257117444982089
736,0.0315011709410776
737,0.0164666138995194
738,0.0337900139533746
739,0.0469151618509845
740,0.0235493794420282
741,0.0183025842302389
742,0.0361645355811051
743,0.0358993398666678
744,0.0453851865753849
745,0.0432228215192042
746,0.049534479522811
747,0.0261646171797864
748,0.0623250728268232
749,0.0280413868511885
750,0.0365684490538633
751,0.0224069979029138
752,0.05259443007401
753,0.0483757782474236
754,0.0533451379425709
755,0.022806831441604
756,0.0247855994647126
757,0.0528881853269251
758,0.0382167424174426
759,0.0334105800850259
760,0.0306647844570831
761,0.0358993398666678
762,0.0316276488971938
763,0.0516642051064455
764,0.0199427177256815
765,0.0391796068575531
766,0.0309626196440665
767,0.044418242201206
768,0.0451444704653573
769,0.0215746913529878
770,0.028494259532766
771,0.0347447185253486
772,0.037670031252295
773,0.0317010877104226
774,0.145004936720223
775,0.175947156693948
776,0.152442656526671
777,0.136877708056238
778,0.967356447519808
779,0.990673270719945
780,0.978425308647012
781,0.914305064830152
782,0.522790511705331
783,0.605225579554634
784,0.491570856214964
785,0.296917201818019
786,0.24627298022864
787,0.1297215037005
788,0.0684694535336309
789,0.0557033398340283
790,0.0531452211732259
791,0.0182209855488736
792,0.0366174082626824
793,0.0455361441359107
794,0.278157664972134
795,0.275795383146608
796,0.240703870225457
797,0.0918189162063141
798,0.564340560256546
799,0.584756550334147
800,0.481762694714853
801,0.325366582076034
802,0.630284534601921
803,0.692144494944962
804,0.545862538861372
805,0.377842694062064
806,0.209345496976769
807,0.151010599668709
808,0.0400200732756159
809,0.0313624531827566
810,0.02514463366272
811,0.0536592928658272
812,0.0796280732103369
813,0.0893138366883991
814,0.195714437254694
815,0.213266313616372
816,0.233294709957487
817,0.103744563487854
818,0.645555727819438
819,0.684098864962342
820,0.647257060325905
821,0.444468017396839
822,0.904978335550098
823,0.93820939853612
824,0.901465512317321
825,0.800046511248378
826,0.619962301409209
827,0.520868862759178
828,0.431673344158758
829,0.20548587934819
830,0.995920065931735
831,0.993006993006993
832,0.88168599195437
833,0.717807280234351
834,0.599374954100742
835,0.996499416569428
836,0.996503496503496
837,0.96034304085646
838,1
839,1
840,1
841,1
842,1
843,1
844,1
845,0.988927058938728
846,1
847,1
848,1
849,1
850,1
851,1
852,1
853,1
854,1
855,1
856,1
857,0.965030885100897
858,1
859,1
860,1
861,1
862,1
863,0.476589338316293
864,1
865,1
866,1
867,0.978437548449217
868,0.649023671777464
869,1
870,0.977270687305693
871,1
872,1
873,1
874,1
875,1
876,1
877,1
878,1
879,1
880,1
881,1
882,1
883,1
884,1
885,1
886,1
887,1
888,1
889,1
890,0.978429388581081
891,1
892,1
893,1
894,0.470249120774208
895,1
896,1
897,1
898,0.260985222478805
899,1
900,1
901,1
902,1
903,1
904,1
905,1
906,1
907,1
908,1
909,1
910,1
911,1
912,1
913,1
914,1
915,1
916,1
917,1
918,1
919,1
920,1
921,1
922,1
923,1
924,1
925,1
926,1
927,1
928,1
929,1
930,1
931,1
932,1
933,1
934,1
935,1
936,1
937,1
938,1
939,1
940,1
941,1
942,1
943,1
944,1
945,1
946,1
947,1
948,1
949,1
950,1
951,1
952,1
953,1
954,1
955,1
956,1
957,1
958,1
959,1
960,1
961,1
962,1
963,1
964,1
965,0.981330221703617
966,1
967,1
968,1
969,1
970,1
971,1
972,1
973,1
974,1
975,1
976,1
977,1
978,1
979,1
980,1
981,1
982,1
983,1
984,1
985,1
986,1
987,1
988,1
989,1
990,1
991,1
992,1
993,1
994,1
995,1
996,1
997,1
998,1
999,1
1000,1
1001,1
1002,1
1003,1
1004,1
1005,1
1006,1
1007,1
1008,1
1009,1
1010,1
1011,1
1012,1
1013,1
1014,1
1015,1
1016,1
1017,1
1018,1
1019,1
1020,1
1021,1
1022,1
1023,1
1024,1
1025,1
1026,1
1027,1
1028,1
1029,1
1030,1
1031,1
1032,1
1033,1
1034,1
1035,1
1036,1
1037,1
1038,1
1039,1
1040,1
1041,0.998833138856476
1042,1
1043,1
1044,1
1045,1
1046,0.995920065931735
1047,1
1048,1
1049,1
1050,1
1051,1
1052,1
1053,1
1054,1
1055,1
1056,1
1057,1
1058,1
1059,1
1060,1
1061,1
1062,1
1063,1
1064,0.960934631296358
1065,0.98659333665168
1066,0.741258741258741
1067,1
1068,1
1069,1
1070,1
1071,1
1072,1
1073,1
1074,0.808830609297354
1075,0.6363554764955
1076,0.703829426116474
1077,0.414688578632569
1078,1
1079,1
1080,1
1081,1
1082,1
1083,1
1084,1
1085,1
1086,0.506389176750904
1087,0.423068763208787
1088,0.507572357630701
1089,0.659068469453534
1090,0.996503496503496
1091,1
1092,1
1093,1
1094,1
1095,0.80011179019347
1096,0.773282143760557
1097,0.667110019502085
1098,1
1099,1
1100,1
1101,1
1102,1
1103,0.991252621357639
1104,1
1105,1
1106,0.355243939257942
1107,0.923656273714617
1108,1
1109,1
1110,1
1111,1
1112,1
1113,1
1114,0.863048853130533
1115,0.874125874125874
1116,0.874125874125874
1117,0.874125874125874
1118,1
1119,1
1120,1
1121,1
1122,1
1123,1
1124,1
1125,1
1126,1
1127,1
1128,0.995332555425904
1129,0.956291666326672
1130,1
1131,1
1132,1
1133,1
1134,1
1135,0.730769230769231
1136,0.670745240756909
1137,0.604895104895105
1138,0.520383350605054
1139,0.646853146853147
1140,0.646853146853147
1141,0.646853146853147
1142,0.505805746179142
1143,0.622377622377622
1144,0.622377622377622
1145,0.622377622377622
1146,0.561170451485504
1147,0.61130468131635
1148,0.571676281711288
1149,0.536111496438218
1150,0.531444051864122
1151,0.63986013986014
1152,0.642773212784881
1153,0.641022921069595
1154,1
1155,0.895088575368622
1156,0.499416569428238
1157,0.615384615384615
1158,0.881118881118881
1159,0.935896075919413
1160,0.884611304681316
1161,0.879368589403595
1162,1
1163,1
1164,0.730769230769231
1165,0.569921910061933
1166,0.730769230769231
1167,1
1168,1
1169,1
1170,1
1171,1
1172,1
1173,1
1174,0.730769230769231
1175,0.730769230769231
1176,0.730769230769231
1177,0.617644898858434
1178,0.730769230769231
1179,0.730769230769231
1180,0.734265734265734
1181,0.734265734265734
1182,0.734265734265734
1183,0.734265734265734
1184,0.734265734265734
1185,0.734265734265734
1186,0.734265734265734
1187,0.877622377622378
1188,0.877622377622378
1189,0.877622377622378
1190,0.877622377622378
1191,0.877622377622378
1192,0.877622377622378
1193,0.650929000987344
1194,0.730769230769231
1195,0.730769230769231
1196,0.730769230769231
1197,0.730769230769231
1198,0.730769230769231
1199,0.730769230769231
1200,0.730769230769231
1201,0.730769230769231
1202,0.761646171797864
1203,0.535495426393909
1204,0.7226093626327
1205,0.730769230769231
1206,0.730769230769231
1207,0.607179867973333
1208,0.730769230769231
1209,0.730769230769231
1210,0.710369560427903
1211,0.538461538461538
1212,0.538461538461538
1213,0.538461538461538
1214,0.535544385602729
1215,0.534965034965035
1216,0.534965034965035
1217,0.534965034965035
1218,0.534965034965035
1219,0.996503496503496
1220,0.996503496503496
1221,0.996503496503496
1222,0.618828079738231
1223,0.877622377622377
1224,0.877622377622377
1225,0.840894811139852
1226,0.768647338659007
1227,0.727272727272727
1228,0.730769230769231
1229,0.730769230769231
1230,0.729561570285024
1231,0.764551084854469
1232,0.723723184633336
1233,0.667819928029963
1234,0.603711924015308
1235,0.727268647338659
1236,0.727272727272727
1237,0.722605282698632
1238,1
1239,1
1240,1
1241,0.996503496503496
1242,0.853146853146853
1243,0.724939004985679
1244,0.460371600394938
1245,0.425394325627698
1246,1
1247,1
1248,1
1249,1
1250,1
1251,1
1252,1
1253,1
1254,1
1255,1
1256,1
1257,1
1258,0.730769230769231
1259,0.730769230769231
1260,0.874125874125874
1261,0.877622377622377
1262,0.877622377622377
1263,0.762731434260022
1264,0.657848569167122
1265,0.964431134792862
1266,0.534965034965035
1267,0.534965034965035
1268,0.534965034965035
1269,0.534965034965035
1270,0.804775154833498
1271,0.583916083916084
1272,0.583916083916084
1273,0.578665208770226
1274,0.538461538461538
1275,0.534965034965035
1276,0.534965034965035
1277,0.534965034965035
1278,0.465034965034965
1279,0.578073618330328
1280,0.474936965018645
1281,0.512815072908422
1282,0.842657342657343
1283,0.856643356643357
1284,0.856643356643357
1285,0.856643356643357
1286,0.856643356643357
1287,0.856643356643357
1288,0.987760197795204
1289,0.996503496503496
1290,0.877622377622377
1291,1
1292,1
1293,1
1294,1
1295,1
1296,1
1297,1
1298,1
1299,1
1300,1
1301,0.972595082863461
1302,0.730769230769231
1303,0.730769230769231
1304,0.730769230769231
1305,0.730769230769231
1306,0.877622377622378
1307,0.877622377622378
1308,0.924823134858141
1309,0.946969016980686
1310,1
1311,1
1312,1
1313,1
1314,1
1315,1
1316,0.727272727272727
1317,0.587412587412587
1318,0.587412587412587
1319,0.531468531468531
1320,0.534965034965035
1321,0.534965034965035
1322,0.534965034965035
1323,0.534965034965035
1324,0.534965034965035
1325,0.534965034965035
1326,0.534965034965035
1327,0.699280299630358
1328,0.734265734265734
1329,0.734265734265734
1330,0.781462411567429
1331,0.853146853146853
1332,0.849066919078588
1333,0.839144519424566
1334,0.856643356643357
1335,0.959784089889107
1336,0.877038947050616
1337,0.86013986013986
1338,0.837406467511485
1339,0.734265734265734
1340,0.734265734265734
1341,0.734265734265734
1342,0.780271070819495
1343,0.856643356643357
1344,0.832747182805526
1345,0.734265734265734
1346,0.505817985981347
1347,0.534965034965035
1348,0.996503496503496
1349,1
1350,0.9481113985198
1351,0.538437058857129
1352,0.600129741903371
1353,0.816427446532464
1354,0.608391608391608
1355,0.727272727272727
1356,0.727272727272727
1357,0.727272727272727
1358,0.730769230769231
1359,0.478421228712944
1360,0.538461538461538
1361,0.538461538461538
1362,0.467360527453876
1363,0.734265734265734
1364,0.732515442550448
1365,0.613026413493158
1366,0.877622377622378
1367,0.990089840148183
1368,1
1369,1
1370,1
1371,1
1372,1
1373,1
1374,1
1375,1
1376,1
1377,1
1378,1
1379,1
1380,1
1381,1
1382,1
1383,1
1384,1
1385,0.992419482501163
1386,0.583867124707265
1387,0.730769230769231
1388,0.730769230769231
1389,0.730769230769231
1390,0.730769230769231
1391,0.70569803591974
1392,0.531333893644279
1393,0.27447348450849
1394,0.734265734265734
1395,0.730769230769231
1396,0.730769230769231
1397,0.474333134776542
1398,0.47377418380919
1399,1
1400,1
1401,1
1402,0.985426475508156
1403,1
1404,1
1405,1
1406,0.534381604393273
1407,0.734265734265734
1408,0.734265734265734
1409,0.744171814183483
1410,1
1411,0.534965034965035
1412,0.534965034965035
1413,0.534965034965035
1414,1
1415,1
1416,1
1417,1
1418,1
1419,0.825113626163801
1420,0.730769230769231
1421,0.855476495499833
1422,0.877622377622378
1423,1
1424,0.999416569428238
1425,0.983096833155176
1426,1
1427,1
1428,1
1429,1
1430,0.973182593369291
1431,0.877622377622378
1432,0.877622377622378
1433,0.877622377622378
1434,0.853146853146853
1435,0.998249708284714
1436,0.996503496503496
1437,0.996503496503496
1438,1
1439,1
1440,1
1441,1
1442,0.534965034965035
1443,0.573418413558437
1444,0.583916083916084
1445,0.583916083916084
1446,1
1447,1
1448,1
1449,1
1450,1
1451,1
1452,1
1453,1
1454,0.534965034965035
1455,0.734265734265734
1456,0.875872085907092
1457,0.877622377622377
1458,1
1459,1
1460,1
1461,1
1462,0.861302641349316
1463,0.856643356643357
1464,0.856643356643357
1465,0.856643356643357
1466,1
1467,1
1468,1
1469,0.998833138856476
1470,1
1471,1
1472,1
1473,1
1474,0.730769230769231
1475,0.730769230769231
1476,0.730769230769231
1477,0.730769230769231
1478,0.730769230769231
1479,0.730769230769231
1480,0.730769230769231
1481,0.730769230769231
1482,0.730769230769231
1483,0.640435410563765
1484,0.587412587412587
1485,0.38401563430735
1486,0.983096833155176
1487,1
1488,1
1489,1
1490,1
1491,1
1492,1
1493,1
1494,1
1495,0.963264273649338
1496,0.856643356643357
1497,0.856643356643357
1498,0.856643356643357
1499,0.856643356643357
1500,0.853146853146853
1501,0.842073912085581
1502,1
1503,1
1504,1
1505,1
1506,1
1507,1
1508,1
1509,1
1510,1
1511,1
1512,1
1513,1
1514,0.730769230769231
1515,0.730769230769231
1516,0.730769230769231
1517,0.730769230769231
1518,0.734265734265734
1519,0.734265734265734
1520,0.734265734265734
1521,0.734265734265734
1522,0.734265734265734
1523,0.734265734265734
1524,0.734265734265734
1525,0.734265734265734
1526,0.734265734265734
